GeneId,GeneName,Chromosome,Strand,Position,Type,FragCount,SplicedFragCount,TotalDepth,TranscriptInfo
ENSG00000171094,ALK,2,-1,29917880,ACCEPTOR,5,5,86,ENST00000389048-3
ENSG00000171094,ALK,2,-1,29940563,ACCEPTOR,9,8,132,ENST00000389048-2;ENST00000431873-2
ENSG00000171094,ALK,2,-1,30142859,DONOR,10,0,138,ENST00000389048-1;ENST00000431873-1
ENSG00000157168,NRG1,8,1,32453346,ACCEPTOR,3,0,11,ENST00000518104-2;ENST00000519301-2;ENST00000520407-2;ENST00000523534-2;ENST00000523079-2;ENST00000287842-2;ENST00000521670-2;ENST00000405005-2;ENST00000338921-2;ENST00000356819-2;ENST00000287845-2;ENST00000341377-2
ENSG00000157168,NRG1,8,1,32474403,DONOR,3,1,12,ENST00000523534-5;ENST00000523079-5;ENST00000287842-5;ENST00000521670-5;ENST00000405005-5;ENST00000518206-3;ENST00000522569-2;ENST00000338921-5;ENST00000356819-5;ENST00000341377-5
ENSG00000157168,NRG1,8,1,32505903,DONOR,4,2,22,ENST00000523041-1;ENST00000520502-1
ENSG00000157168,NRG1,8,1,32585596,DONOR,3,0,37,ENST00000518104-5;ENST00000519301-4;ENST00000520407-4;ENST00000523534-6;ENST00000523079-6;ENST00000287842-6;ENST00000521670-6;ENST00000405005-6;ENST00000518206-4;ENST00000522569-3;ENST00000520502-2;ENST00000518084-2;ENST00000522402-2;ENST00000519240-2;ENST00000338921-6;ENST00000356819-6;ENST00000287845-4;ENST00000341377-6;ENST00000539990-2
ENSG00000157168,NRG1,8,1,32599593,DONOR,5,0,6,ENST00000521670-7;ENST00000405005-7;ENST00000518206-5;ENST00000522402-3;ENST00000338921-7;ENST00000341377-7
ENSG00000157168,NRG1,8,1,32620736,ACCEPTOR,7,0,10,ENST00000521670-12
ENSG00000157168,NRG1,8,1,32620877,DONOR,3,0,11,ENST00000521670-12
ENSG00000157168,NRG1,8,1,32621266,ACCEPTOR,4,0,38,ENST00000519301-11;ENST00000338921-13;ENST00000356819-13;ENST00000287845-11;ENST00000341377-13;ENST00000287842-12;ENST00000521670-13;ENST00000518104-12;ENST00000405005-12;ENST00000539990-8;ENST00000523534-13
ENSG00000171791,BCL2,18,-1,60795992,ACCEPTOR,6,4,60,ENST00000590515-2;ENST00000333681-3;ENST00000398117-2
ENSG00000096968,JAK2,9,1,4985630,DONOR,8,3,70,ENST00000381652-1
ENSG00000096968,JAK2,9,1,4985940,ACCEPTOR,12,0,102,ENST00000476574-2;ENST00000381652-2
ENSG00000096968,JAK2,9,1,4986022,DONOR,13,7,118,ENST00000476574-2;ENST00000381652-2
ENSG00000096968,JAK2,9,1,5021963,ACCEPTOR,8,0,113,ENST00000476574-3;ENST00000381652-3;ENST00000539801-2
ENSG00000096968,JAK2,9,1,5022213,DONOR,3,1,103,ENST00000381652-3;ENST00000539801-2
ENSG00000096968,JAK2,9,1,5029783,ACCEPTOR,4,0,109,ENST00000381652-4;ENST00000539801-3
ENSG00000096968,JAK2,9,1,5029906,DONOR,7,0,144,ENST00000381652-4;ENST00000539801-3
ENSG00000096968,JAK2,9,1,5044403,ACCEPTOR,9,1,137,ENST00000381652-5;ENST00000539801-4;ENST00000544510-2
ENSG00000096968,JAK2,9,1,5050831,DONOR,13,9,231,ENST00000381652-6;ENST00000539801-5;ENST00000544510-3
ENSG00000096968,JAK2,9,1,5054563,ACCEPTOR,6,0,231,ENST00000381652-7;ENST00000539801-6;ENST00000544510-4
ENSG00000096968,JAK2,9,1,5054884,DONOR,12,6,117,ENST00000381652-7;ENST00000539801-6;ENST00000544510-4
ENSG00000096968,JAK2,9,1,5055669,ACCEPTOR,12,0,135,ENST00000381652-8;ENST00000539801-7;ENST00000544510-5
ENSG00000096968,JAK2,9,1,5055788,DONOR,6,4,81,ENST00000381652-8;ENST00000539801-7;ENST00000544510-5
ENSG00000096968,JAK2,9,1,5064883,ACCEPTOR,4,0,81,ENST00000381652-9;ENST00000539801-8;ENST00000544510-6
ENSG00000096968,JAK2,9,1,5065040,DONOR,9,5,82,ENST00000381652-9;ENST00000539801-8;ENST00000544510-6
ENSG00000096968,JAK2,9,1,5066678,ACCEPTOR,16,0,102,ENST00000381652-10;ENST00000539801-9;ENST00000544510-7
ENSG00000096968,JAK2,9,1,5066789,DONOR,33,0,128,ENST00000381652-10;ENST00000539801-9;ENST00000544510-7
ENSG00000096968,JAK2,9,1,5069022,ACCEPTOR,29,0,111,ENST00000381652-11;ENST00000539801-10;ENST00000544510-8
ENSG00000096968,JAK2,9,1,5069208,DONOR,14,9,178,ENST00000381652-11;ENST00000539801-10;ENST00000544510-8
ENSG00000096968,JAK2,9,1,5069925,ACCEPTOR,10,1,180,ENST00000381652-12;ENST00000539801-11;ENST00000544510-9
ENSG00000096968,JAK2,9,1,5073698,ACCEPTOR,7,1,163,ENST00000381652-14;ENST00000539801-13;ENST00000544510-11
ENSG00000096968,JAK2,9,1,5073785,DONOR,10,0,59,ENST00000381652-14;ENST00000539801-13;ENST00000544510-11
ENSG00000096968,JAK2,9,1,5077580,DONOR,8,5,81,ENST00000381652-15;ENST00000539801-14;ENST00000544510-12
ENSG00000096968,JAK2,9,1,5078306,ACCEPTOR,8,0,88,ENST00000381652-16;ENST00000539801-15;ENST00000544510-13
ENSG00000096968,JAK2,9,1,5078444,DONOR,26,0,92,ENST00000381652-16;ENST00000539801-15;ENST00000544510-13
ENSG00000096968,JAK2,9,1,5080229,ACCEPTOR,9,0,70,ENST00000381652-17;ENST00000539801-16;ENST00000544510-14
ENSG00000096968,JAK2,9,1,5080533,ACCEPTOR,3,0,86,ENST00000381652-18;ENST00000539801-17;ENST00000544510-15
ENSG00000096968,JAK2,9,1,5081725,ACCEPTOR,19,1,137,ENST00000381652-19;ENST00000539801-18;ENST00000544510-16
ENSG00000096968,JAK2,9,1,5081861,DONOR,17,5,99,ENST00000381652-19;ENST00000539801-18;ENST00000544510-16
ENSG00000096968,JAK2,9,1,5089674,ACCEPTOR,8,0,98,ENST00000381652-20;ENST00000539801-19;ENST00000544510-17
ENSG00000096968,JAK2,9,1,5089863,DONOR,14,7,95,ENST00000381652-20;ENST00000539801-19;ENST00000544510-17
ENSG00000096968,JAK2,9,1,5090446,ACCEPTOR,5,0,89,ENST00000381652-21;ENST00000539801-20;ENST00000544510-18
ENSG00000096968,JAK2,9,1,5090570,DONOR,13,6,156,ENST00000381652-21;ENST00000539801-20;ENST00000544510-18
ENSG00000096968,JAK2,9,1,5090739,ACCEPTOR,15,0,146,ENST00000381652-22;ENST00000539801-21;ENST00000544510-19
ENSG00000096968,JAK2,9,1,5090911,DONOR,10,3,79,ENST00000381652-22;ENST00000539801-21;ENST00000544510-19
ENSG00000096968,JAK2,9,1,5123004,ACCEPTOR,5,0,73,ENST00000381652-23;ENST00000539801-22;ENST00000544510-20
ENSG00000096968,JAK2,9,1,5123121,DONOR,19,13,126,ENST00000381652-23;ENST00000539801-22;ENST00000544510-20
ENSG00000096968,JAK2,9,1,5126446,DONOR,5,0,105,ENST00000487310-1;ENST00000381652-24;ENST00000539801-23;ENST00000544510-21
ENSG00000096968,JAK2,9,1,5126684,ACCEPTOR,13,1,106,ENST00000381652-25;ENST00000487310-2;ENST00000539801-24;ENST00000544510-22
ENSG00000068078,FGFR3,4,1,1801474,ACCEPTOR,5,1,69,ENST00000481110-4;ENST00000260795-3;ENST00000352904-3;ENST00000340107-4;ENST00000440486-4;ENST00000412135-4
ENSG00000068078,FGFR3,4,1,1801539,DONOR,4,3,59,ENST00000481110-4;ENST00000260795-3;ENST00000352904-3;ENST00000340107-4;ENST00000440486-4;ENST00000412135-4
ENSG00000068078,FGFR3,4,1,1803263,DONOR,4,4,43,ENST00000507588-1;ENST00000481110-5;ENST00000260795-4;ENST00000352904-4;ENST00000340107-5;ENST00000440486-5;ENST00000412135-5
ENSG00000068078,FGFR3,4,1,1803562,ACCEPTOR,4,1,41,ENST00000507588-3;ENST00000481110-7;ENST00000260795-6;ENST00000352904-6;ENST00000474521-2;ENST00000340107-7;ENST00000440486-7;ENST00000412135-7
ENSG00000068078,FGFR3,4,1,1803752,DONOR,3,0,62,ENST00000481110-7;ENST00000260795-6;ENST00000352904-6;ENST00000474521-2;ENST00000340107-7;ENST00000440486-7;ENST00000412135-7
ENSG00000068078,FGFR3,4,1,1804641,ACCEPTOR,12,0,17,ENST00000474521-3;ENST00000340107-8
ENSG00000068078,FGFR3,4,1,1805419,ACCEPTOR,5,0,60,ENST00000481110-8;ENST00000260795-7;ENST00000440486-8;ENST00000507588-4
ENSG00000068078,FGFR3,4,1,1805563,DONOR,6,0,28,ENST00000481110-8;ENST00000260795-7;ENST00000440486-8
ENSG00000068078,FGFR3,4,1,1806057,ACCEPTOR,4,0,25,ENST00000481110-9;ENST00000260795-8;ENST00000340107-9;ENST00000440486-9
ENSG00000068078,FGFR3,4,1,1806247,DONOR,17,5,97,ENST00000481110-9;ENST00000260795-8;ENST00000340107-9;ENST00000440486-9
ENSG00000068078,FGFR3,4,1,1806696,DONOR,4,3,36,ENST00000481110-10;ENST00000260795-9;ENST00000352904-7;ENST00000340107-10;ENST00000440486-10;ENST00000412135-8;ENST00000469068-1
ENSG00000068078,FGFR3,4,1,1807082,ACCEPTOR,4,0,34,ENST00000481110-11;ENST00000260795-10;ENST00000352904-8;ENST00000469068-2;ENST00000340107-11;ENST00000440486-11;ENST00000412135-9
ENSG00000068078,FGFR3,4,1,1807286,ACCEPTOR,3,0,107,ENST00000481110-12;ENST00000260795-11;ENST00000352904-9;ENST00000469068-3;ENST00000340107-12;ENST00000440486-12;ENST00000412135-10
ENSG00000068078,FGFR3,4,1,1807396,DONOR,4,4,80,ENST00000481110-12;ENST00000260795-11;ENST00000352904-9;ENST00000469068-3;ENST00000340107-12;ENST00000440486-12;ENST00000412135-10
ENSG00000068078,FGFR3,4,1,1807477,ACCEPTOR,4,0,80,ENST00000481110-13;ENST00000260795-12;ENST00000352904-10;ENST00000340107-13;ENST00000440486-13;ENST00000412135-11;ENST00000469068-4
ENSG00000068078,FGFR3,4,1,1807778,ACCEPTOR,6,0,97,ENST00000481110-14;ENST00000260795-13;ENST00000352904-11;ENST00000340107-14;ENST00000440486-14;ENST00000412135-12
ENSG00000068078,FGFR3,4,1,1807900,DONOR,20,11,97,ENST00000481110-14;ENST00000260795-13;ENST00000352904-11;ENST00000340107-14;ENST00000440486-14;ENST00000412135-12
ENSG00000068078,FGFR3,4,1,1808410,DONOR,5,3,123,ENST00000481110-15;ENST00000260795-15;ENST00000352904-13;ENST00000340107-16;ENST00000440486-16;ENST00000412135-14
ENSG00000068078,FGFR3,4,1,1808661,DONOR,9,8,138,ENST00000481110-16;ENST00000260795-16;ENST00000352904-14;ENST00000340107-17;ENST00000440486-17;ENST00000412135-15
ENSG00000068078,FGFR3,4,1,1808843,ACCEPTOR,3,0,131,ENST00000481110-17;ENST00000260795-17;ENST00000352904-15;ENST00000340107-18;ENST00000440486-18;ENST00000412135-16
ENSG00000141736,ERBB2,17,1,37844531,DONOR,8,0,66,ENST00000406381-1;ENST00000578199-1;ENST00000584601-1;ENST00000584014-1
ENSG00000141736,ERBB2,17,1,37844949,ACCEPTOR,6,0,57,ENST00000584601-2;ENST00000584014-2;ENST00000578199-2;ENST00000406381-2
ENSG00000141736,ERBB2,17,1,37849578,DONOR,4,3,102,ENST00000584601-3;ENST00000584014-3;ENST00000578199-3
ENSG00000141736,ERBB2,17,1,37855790,ACCEPTOR,11,1,31,ENST00000584601-5
ENSG00000141736,ERBB2,17,1,37855840,DONOR,3,0,21,ENST00000584601-5
ENSG00000141736,ERBB2,17,1,37856564,DONOR,3,0,25,ENST00000584908-1;ENST00000540147-1;ENST00000578373-1;ENST00000269571-1;ENST00000584450-1;ENST00000582648-1;ENST00000582788-1;ENST00000445658-1
ENSG00000141736,ERBB2,17,1,37863243,ACCEPTOR,12,1,69,ENST00000584601-6;ENST00000578199-5;ENST00000584450-2;ENST00000582648-2;ENST00000582788-2;ENST00000269571-2;ENST00000584908-2;ENST00000578709-2;ENST00000584099-2;ENST00000541774-2;ENST00000406381-4;ENST00000540147-2;ENST00000540042-2;ENST00000578373-2
ENSG00000141736,ERBB2,17,1,37863457,DONOR,4,0,6,ENST00000578373-2
ENSG00000141736,ERBB2,17,1,37865705,DONOR,3,1,80,ENST00000583391-1;ENST00000584601-8;ENST00000578199-7;ENST00000584450-4;ENST00000578373-4;ENST00000269571-4;ENST00000584908-4;ENST00000583038-2;ENST00000541774-4;ENST00000406381-6;ENST00000540147-4;ENST00000540042-4
ENSG00000141736,ERBB2,17,1,37866066,ACCEPTOR,4,0,48,ENST00000584601-9;ENST00000578199-8;ENST00000584450-5;ENST00000578373-5;ENST00000269571-5;ENST00000584908-5;ENST00000583038-3;ENST00000583391-2;ENST00000541774-5;ENST00000406381-7;ENST00000540147-5;ENST00000540042-5
ENSG00000141736,ERBB2,17,1,37866454,DONOR,12,5,80,ENST00000584601-10;ENST00000578199-9;ENST00000584450-6;ENST00000578373-6;ENST00000269571-6;ENST00000584908-6;ENST00000583038-4;ENST00000583391-3;ENST00000541774-6;ENST00000406381-8;ENST00000540147-6;ENST00000540042-6
ENSG00000141736,ERBB2,17,1,37866593,ACCEPTOR,7,0,76,ENST00000583391-4;ENST00000584601-11;ENST00000578199-10;ENST00000584450-7;ENST00000578373-7;ENST00000269571-7;ENST00000584908-7;ENST00000583038-5;ENST00000541774-7;ENST00000406381-9;ENST00000540147-7;ENST00000540042-7
ENSG00000141736,ERBB2,17,1,37868701,DONOR,5,4,39,ENST00000584601-13;ENST00000578199-12;ENST00000445658-3;ENST00000584450-9;ENST00000582648-4;ENST00000582788-4;ENST00000578373-9;ENST00000269571-9;ENST00000583038-7;ENST00000578502-3;ENST00000541774-9;ENST00000406381-11;ENST00000540147-9;ENST00000540042-9
ENSG00000141736,ERBB2,17,1,37871612,DONOR,7,4,96,ENST00000584601-14;ENST00000578199-13;ENST00000445658-4;ENST00000584450-10;ENST00000582648-5;ENST00000582788-5;ENST00000578373-10;ENST00000269571-10;ENST00000583038-8;ENST00000541774-10;ENST00000406381-12;ENST00000540147-10;ENST00000540042-10
ENSG00000141736,ERBB2,17,1,37871699,ACCEPTOR,9,1,93,ENST00000584601-15;ENST00000578199-14;ENST00000445658-5;ENST00000584450-11;ENST00000582648-6;ENST00000582788-6;ENST00000578373-11;ENST00000269571-11;ENST00000583038-9;ENST00000541774-11;ENST00000406381-13;ENST00000540147-11;ENST00000540042-11
ENSG00000141736,ERBB2,17,1,37876040,ACCEPTOR,3,0,26,ENST00000584684-2;ENST00000584601-20;ENST00000445658-10;ENST00000584450-16;ENST00000578373-16;ENST00000269571-16;ENST00000583038-12;ENST00000582818-3;ENST00000578630-2;ENST00000541774-16;ENST00000406381-18;ENST00000540147-16
ENSG00000141736,ERBB2,17,1,37879572,ACCEPTOR,4,0,31,ENST00000584601-21;ENST00000445658-11;ENST00000584450-17;ENST00000578373-17;ENST00000269571-17;ENST00000583038-13;ENST00000582818-4;ENST00000578630-3;ENST00000580074-2;ENST00000541774-17;ENST00000406381-19;ENST00000540147-17
ENSG00000141736,ERBB2,17,1,37879710,DONOR,5,2,30,ENST00000584601-21;ENST00000445658-11;ENST00000584450-17;ENST00000578373-17;ENST00000269571-17;ENST00000583038-13;ENST00000582818-4;ENST00000578630-3;ENST00000580074-2;ENST00000541774-17;ENST00000406381-19;ENST00000540147-17
ENSG00000141736,ERBB2,17,1,37879913,DONOR,3,0,41,ENST00000584601-22;ENST00000445658-12;ENST00000584450-18;ENST00000578373-18;ENST00000269571-18;ENST00000583038-14;ENST00000578630-4;ENST00000580074-3;ENST00000541774-18;ENST00000406381-20;ENST00000540147-18
ENSG00000141736,ERBB2,17,1,37880165,ACCEPTOR,3,0,43,ENST00000582818-6;ENST00000578630-5;ENST00000584601-23;ENST00000445658-13;ENST00000584450-19;ENST00000578373-19;ENST00000269571-19;ENST00000583038-15;ENST00000580074-4;ENST00000541774-19;ENST00000406381-21;ENST00000540147-19
ENSG00000141736,ERBB2,17,1,37880263,DONOR,9,7,81,ENST00000584601-23;ENST00000445658-13;ENST00000584450-19;ENST00000578373-19;ENST00000269571-19;ENST00000583038-15;ENST00000580074-4;ENST00000541774-19;ENST00000406381-21;ENST00000540147-19
ENSG00000141736,ERBB2,17,1,37880979,ACCEPTOR,3,0,78,ENST00000584601-24;ENST00000445658-14;ENST00000584450-20;ENST00000578373-20;ENST00000269571-20;ENST00000583038-16;ENST00000580074-5;ENST00000541774-20;ENST00000406381-22;ENST00000540147-20
ENSG00000141736,ERBB2,17,1,37881164,DONOR,7,6,30,ENST00000584601-24;ENST00000445658-14;ENST00000584450-20;ENST00000578373-20;ENST00000269571-20;ENST00000583038-16;ENST00000580074-5;ENST00000541774-20;ENST00000406381-22;ENST00000540147-20
ENSG00000141736,ERBB2,17,1,37882815,ACCEPTOR,4,0,66,ENST00000584601-28;ENST00000445658-18;ENST00000584450-24;ENST00000578373-24;ENST00000269571-24;ENST00000541774-24;ENST00000406381-26;ENST00000540147-24
ENSG00000141736,ERBB2,17,1,37882912,DONOR,3,0,45,ENST00000584601-28;ENST00000445658-18;ENST00000584450-24;ENST00000578373-24;ENST00000269571-24;ENST00000541774-24;ENST00000406381-26;ENST00000540147-24
ENSG00000141736,ERBB2,17,1,37883068,ACCEPTOR,6,1,43,ENST00000584601-29;ENST00000445658-19;ENST00000584450-25;ENST00000578373-25;ENST00000269571-25;ENST00000541774-25;ENST00000406381-27;ENST00000540147-25
ENSG00000141736,ERBB2,17,1,37883256,DONOR,3,0,16,ENST00000584601-29;ENST00000445658-19;ENST00000584450-25;ENST00000578373-25;ENST00000269571-25;ENST00000541774-25;ENST00000406381-27;ENST00000540147-25
ENSG00000141736,ERBB2,17,1,37883800,DONOR,4,0,57,ENST00000584601-30;ENST00000445658-20;ENST00000578373-26;ENST00000269571-26;ENST00000541774-26;ENST00000406381-28;ENST00000540147-26
ENSG00000171843,MLLT3,9,-1,20346572,ACCEPTOR,8,6,101,ENST00000429426-11;ENST00000380323-6;ENST00000488705-4;ENST00000469261-3;ENST00000355930-10;ENST00000380338-11;ENST00000380321-7
ENSG00000171843,MLLT3,9,-1,20353523,DONOR,3,0,102,ENST00000380338-10;ENST00000488705-3;ENST00000380321-6;ENST00000429426-10
ENSG00000171843,MLLT3,9,-1,20353594,ACCEPTOR,4,2,87,ENST00000380338-10;ENST00000488705-3;ENST00000380321-6;ENST00000429426-10
ENSG00000171843,MLLT3,9,-1,20354806,DONOR,12,0,97,ENST00000380338-9;ENST00000380323-5;ENST00000488705-2;ENST00000380321-5;ENST00000429426-9;ENST00000355930-9
ENSG00000171843,MLLT3,9,-1,20354877,ACCEPTOR,12,6,102,ENST00000380338-9;ENST00000380323-5;ENST00000488705-2;ENST00000380321-5;ENST00000429426-9;ENST00000355930-9
ENSG00000171843,MLLT3,9,-1,20360740,DONOR,7,0,112,ENST00000380338-8;ENST00000380323-4;ENST00000469261-2;ENST00000380321-4;ENST00000468513-5;ENST00000429426-8;ENST00000355930-8
ENSG00000171843,MLLT3,9,-1,20360839,ACCEPTOR,7,2,78,ENST00000380338-8;ENST00000380323-4;ENST00000469261-2;ENST00000380321-4;ENST00000468513-5;ENST00000429426-8;ENST00000355930-8;ENST00000491137-5
ENSG00000171843,MLLT3,9,-1,20365742,ACCEPTOR,10,0,126,ENST00000380338-6;ENST00000380323-2;ENST00000380321-2;ENST00000468513-3;ENST00000491137-3;ENST00000475957-4;ENST00000429426-6;ENST00000355930-6
ENSG00000171843,MLLT3,9,-1,20413719,DONOR,3,0,110,ENST00000380338-5;ENST00000475957-3;ENST00000429426-5;ENST00000355930-5
ENSG00000171843,MLLT3,9,-1,20414423,ACCEPTOR,7,6,153,ENST00000380338-5;ENST00000475957-3;ENST00000429426-5;ENST00000355930-5
ENSG00000171843,MLLT3,9,-1,20448121,DONOR,10,0,140,ENST00000380338-4;ENST00000429426-4;ENST00000355930-4
ENSG00000171843,MLLT3,9,-1,20448264,ACCEPTOR,4,2,79,ENST00000380338-4;ENST00000429426-4;ENST00000355930-4
ENSG00000171843,MLLT3,9,-1,20456702,DONOR,8,0,86,ENST00000380338-3;ENST00000429426-3;ENST00000355930-3
ENSG00000171843,MLLT3,9,-1,20456784,ACCEPTOR,4,3,47,ENST00000380338-3;ENST00000429426-3;ENST00000355930-3
ENSG00000171843,MLLT3,9,-1,20620653,DONOR,62,0,148,ENST00000380338-2;ENST00000475957-2;ENST00000429426-2;ENST00000355930-2
ENSG00000171843,MLLT3,9,-1,20620833,ACCEPTOR,4,2,49,ENST00000380338-2;ENST00000475957-2;ENST00000429426-2;ENST00000355930-2
ENSG00000171843,MLLT3,9,-1,20622244,DONOR,3,0,48,ENST00000475957-1;ENST00000380338-1;ENST00000355930-1
ENSG00000102755,FLT1,13,-1,28882980,DONOR,3,0,101,ENST00000282397-28;ENST00000540678-15;ENST00000543394-8
ENSG00000102755,FLT1,13,-1,28883064,ACCEPTOR,17,12,112,ENST00000282397-28;ENST00000540678-15;ENST00000543394-8
ENSG00000102755,FLT1,13,-1,28885727,DONOR,4,0,109,ENST00000282397-27;ENST00000540678-14;ENST00000543394-7
ENSG00000102755,FLT1,13,-1,28885869,ACCEPTOR,6,2,94,ENST00000282397-27;ENST00000540678-14;ENST00000543394-7
ENSG00000102755,FLT1,13,-1,28886130,DONOR,9,1,98,ENST00000282397-26;ENST00000540678-13;ENST00000543394-6
ENSG00000102755,FLT1,13,-1,28886235,ACCEPTOR,7,0,94,ENST00000282397-26;ENST00000540678-13;ENST00000543394-6
ENSG00000102755,FLT1,13,-1,28891635,DONOR,2,1,88,ENST00000282397-25;ENST00000540678-12;ENST00000543394-5
ENSG00000102755,FLT1,13,-1,28891734,ACCEPTOR,2,2,45,ENST00000282397-25;ENST00000540678-12;ENST00000543394-5
ENSG00000102755,FLT1,13,-1,28893671,ACCEPTOR,3,0,85,ENST00000282397-24;ENST00000540678-11;ENST00000543394-4
ENSG00000102755,FLT1,13,-1,28895600,DONOR,3,0,83,ENST00000282397-23;ENST00000540678-10;ENST00000543394-3
ENSG00000102755,FLT1,13,-1,28895722,ACCEPTOR,2,2,72,ENST00000282397-23;ENST00000540678-10;ENST00000543394-3
ENSG00000102755,FLT1,13,-1,28896399,DONOR,3,0,71,ENST00000282397-22;ENST00000540678-9;ENST00000543394-2
ENSG00000102755,FLT1,13,-1,28896496,ACCEPTOR,10,7,71,ENST00000282397-22;ENST00000540678-9;ENST00000543394-2
ENSG00000102755,FLT1,13,-1,28897083,ACCEPTOR,16,15,165,ENST00000282397-21;ENST00000540678-8
ENSG00000102755,FLT1,13,-1,28901599,DONOR,12,2,172,ENST00000282397-20;ENST00000540678-7
ENSG00000102755,FLT1,13,-1,28901687,ACCEPTOR,7,2,111,ENST00000282397-20;ENST00000540678-7
ENSG00000102755,FLT1,13,-1,28903752,DONOR,6,0,101,ENST00000282397-19;ENST00000540678-6
ENSG00000102755,FLT1,13,-1,28903865,ACCEPTOR,8,5,70,ENST00000282397-19;ENST00000540678-6
