GeneId,GeneName,TransId,TransName,ExonCount,TranscriptLength,EffectiveLength,FittedFragments,RawFittedFragments,AdjTPM,RawTPM,TranscriptBasesCovered,SJSupported,UniqueSJSupported,UniqueSJFragments,UniqueNonSJFragments,DiscordantFragments,LowMapQualFrags
ENSG00000182944,EWSR1,2321026,ENST00000455726,7,710,590,16993.7,16642.5,4.449e+04,1.622e+04,710,6,0,0,0,117,1005.0
ENSG00000182944,EWSR1,2321031,ENST00000332035,16,1989,1869,5067.6,5627.1,4.188e+03,1.527e+03,1989,15,0,0,0,178,339.8
ENSG00000182944,EWSR1,2321049,ENST00000493426,4,581,461,2.4,3.2,8.000e+00,2.917e+00,213,3,1,3,0,0,0.2
ENSG00000182944,EWSR1,2321154,ENST00000479135,12,7285,7165,202.8,252.8,4.372e+01,1.594e+01,3832,11,0,54,0,146,15.3
ENSG00000182944,EWSR1,2321165,ENST00000469669,8,2630,2510,741.7,1092.3,4.564e+02,1.664e+02,2627,7,0,0,0,44,66.0
ENSG00000182944,EWSR1,2321185,ENST00000483629,7,1818,1698,321.1,349.2,2.920e+02,1.065e+02,1785,5,0,0,0,30,21.1
ENSG00000182944,EWSR1,2321196,ENST00000360091,8,1289,1169,1539.4,1665.0,2.034e+03,7.417e+02,1286,7,1,80,0,20,100.5
ENSG00000182944,EWSR1,2321210,ENST00000490315,4,2301,2181,478.8,796.0,3.391e+02,1.236e+02,1737,3,0,0,0,18,48.1
ENSG00000182944,EWSR1,2321260,ENST00000332050,15,2443,2323,5447.6,5467.3,3.622e+03,1.321e+03,2434,13,0,0,0,240,330.1
ENSG00000171094,ALK,2309300,ENST00000389048,29,6220,6100,12544.1,12585.6,3.176e+03,1.158e+03,6183,28,24,4995,200,23,288.1
ENSG00000171094,ALK,2309314,ENST00000453137,4,577,457,0.0,0.0,1.903e-13,6.939e-14,209,2,0,0,0,0,0.0
ENSG00000171094,ALK,2309332,ENST00000498037,5,560,440,0.0,0.0,5.855e-11,2.135e-11,271,1,0,0,0,0,0.0
ENSG00000171094,ALK,2309404,ENST00000431873,4,1353,1233,39.6,34.6,4.955e+01,1.807e+01,1275,1,0,0,0,0,0.8
ENSG00000143924,EML4,2435962,ENST00000318522,23,5549,5429,54351.5,52926.5,1.546e+04,5.639e+03,5540,22,0,2,0,87,1063.7
ENSG00000143924,EML4,2435966,ENST00000402711,22,3568,3448,11635.3,12435.5,5.212e+03,1.901e+03,3562,21,1,1168,0,71,249.9
ENSG00000143924,EML4,2435974,ENST00000409040,4,962,842,264.2,274.0,4.847e+02,1.767e+02,860,3,0,0,0,5,5.5
ENSG00000143924,EML4,2435980,ENST00000482660,3,584,464,22.8,23.3,7.574e+01,2.762e+01,576,2,2,10,0,1,0.5
ENSG00000143924,EML4,2435983,ENST00000401738,24,3797,3677,2008.7,3272.1,8.438e+02,3.077e+02,3797,23,2,59,0,87,65.8
ENSG00000143924,EML4,2435990,ENST00000480320,4,1932,1812,0.1,0.3,5.466e-02,1.993e-02,469,3,0,0,0,10,0.0
ENSG00000143924,EML4,2435999,ENST00000406175,14,4622,4502,10742.8,10746.1,3.686e+03,1.344e+03,4622,13,0,0,0,48,216.0
ENSG00000143924,EML4,2436002,ENST00000472632,2,515,395,1.7,2.0,6.725e+00,2.452e+00,102,1,1,2,0,0,0.0
ENSG00000143924,EML4,2436012,ENST00000453191,8,1455,1335,548.5,805.8,6.346e+02,2.314e+02,1455,7,1,35,0,6,16.2
ENSG00000095002,MSH2,2402805,ENST00000233146,16,3307,3187,19783.2,19830.4,9.588e+03,3.496e+03,3230,15,0,0,0,95,528.0
ENSG00000095002,MSH2,2402823,ENST00000454849,4,560,440,0.0,0.2,1.275e-01,4.649e-02,505,3,0,0,0,13,0.0
ENSG00000095002,MSH2,2402838,ENST00000406134,16,3628,3508,349.0,548.5,1.537e+02,5.603e+01,2803,15,0,70,0,93,14.6
ENSG00000095002,MSH2,2402851,ENST00000461394,3,416,296,0.0,0.0,1.303e-15,4.750e-16,182,1,0,0,0,0,0.0
ENSG00000095002,MSH2,2402855,ENST00000467323,2,313,193,0.0,0.0,0.000e+00,0.000e+00,0,0,0,0,0,0,0.0
ENSG00000095002,MSH2,2402865,ENST00000543555,17,3018,2898,19753.8,20265.0,1.053e+04,3.839e+03,2963,16,0,0,0,95,539.6
ENSG00000135903,PAX3,2430221,ENST00000392069,10,3170,3050,0.0,0.0,0.000e+00,0.000e+00,0,0,0,0,0,0,0.0
ENSG00000135903,PAX3,2430240,ENST00000344493,8,3109,2989,0.0,0.0,0.000e+00,0.000e+00,0,0,0,0,0,0,0.0
ENSG00000135903,PAX3,2430255,ENST00000350526,8,3610,3490,0.0,0.0,0.000e+00,0.000e+00,0,0,0,0,0,0,0.0
ENSG00000135903,PAX3,2430270,ENST00000336840,9,2038,1918,0.0,0.0,0.000e+00,0.000e+00,0,0,0,0,0,0,0.0
ENSG00000135903,PAX3,2430284,ENST00000392070,9,2258,2138,0.0,0.0,0.000e+00,0.000e+00,0,0,0,0,0,0,0.0
ENSG00000135903,PAX3,2430310,ENST00000409551,9,1782,1662,0.0,0.0,0.000e+00,0.000e+00,0,0,0,0,0,0,0.0
ENSG00000135903,PAX3,2430324,ENST00000464706,4,822,702,0.0,0.0,0.000e+00,0.000e+00,0,0,0,0,0,0,0.0
ENSG00000135903,PAX3,2430329,ENST00000555548,3,458,338,0.0,0.0,0.000e+00,0.000e+00,0,0,0,0,0,0,0.0
ENSG00000135903,PAX3,2430352,ENST00000409828,4,1254,1134,0.0,0.0,0.000e+00,0.000e+00,0,0,0,0,0,0,0.0
ENSG00000135903,PAX3,2430380,ENST00000258387,5,958,838,0.0,0.0,0.000e+00,0.000e+00,0,0,0,0,0,0,0.0
ENSG00000132170,PPARG,2298114,ENST00000397010,8,2017,1897,1.3,1.5,1.031e+00,3.758e-01,1698,7,1,0,0,0,0.0
ENSG00000132170,PPARG,2298128,ENST00000397029,3,686,566,0.0,0.0,1.148e-05,4.185e-06,398,1,0,0,0,0,0.0
ENSG00000132170,PPARG,2298155,ENST00000309576,8,1870,1750,328.2,315.0,2.897e+02,1.056e+02,1787,7,1,37,0,0,7.5
ENSG00000132170,PPARG,2298221,ENST00000397015,7,1722,1602,146.9,145.8,1.416e+02,5.165e+01,1693,6,1,19,0,0,3.5
ENSG00000132170,PPARG,2298308,ENST00000455517,2,428,308,0.4,0.0,1.969e+00,7.180e-01,395,0,0,0,0,0,0.0
ENSG00000132170,PPARG,2298322,ENST00000397012,8,2006,1886,74.9,81.3,6.131e+01,2.236e+01,1960,7,0,7,0,0,1.9
ENSG00000132170,PPARG,2298502,ENST00000397026,9,2029,1909,0.1,0.1,1.010e-01,3.683e-02,1760,5,0,0,0,0,0.0
ENSG00000132170,PPARG,2298607,ENST00000497594,6,1600,1480,10.4,12.4,1.084e+01,3.955e+00,921,5,0,0,0,0,0.3
ENSG00000132170,PPARG,2298628,ENST00000438682,4,560,440,3.7,6.4,1.310e+01,4.777e+00,373,2,0,0,0,0,0.2
ENSG00000132170,PPARG,2298689,ENST00000397000,6,1122,1002,57.0,57.9,8.782e+01,3.202e+01,1122,4,0,0,0,0,1.4
ENSG00000132170,PPARG,2298705,ENST00000477039,5,1705,1585,20.6,24.1,2.003e+01,7.304e+00,1028,4,0,0,0,0,0.6
ENSG00000132170,PPARG,2298854,ENST00000287820,7,1850,1730,64.9,74.2,5.790e+01,2.111e+01,1803,6,0,0,0,0,1.8
ENSG00000132170,PPARG,2299140,ENST00000397023,8,2002,1882,0.2,0.2,1.555e-01,5.672e-02,1701,5,0,0,0,0,0.0
ENSG00000132170,PPARG,2299258,ENST00000396999,6,1329,1209,0.1,0.1,6.515e-02,2.376e-02,1186,3,0,0,0,0,0.0
ENSG00000132170,PPARG,2299275,ENST00000539812,6,1122,1002,57.0,57.9,8.782e+01,3.202e+01,1122,4,0,0,0,0,1.4
ENSG00000132155,RAF1,2315878,ENST00000251849,17,3300,3180,77215.2,77113.9,3.750e+04,1.368e+04,3260,16,0,0,0,167,1641.9
ENSG00000132155,RAF1,2315957,ENST00000442415,18,3085,2965,2036.9,2116.2,1.061e+03,3.869e+02,3085,17,2,59,0,167,45.1
ENSG00000132155,RAF1,2315987,ENST00000432427,14,1831,1711,1440.4,1846.5,1.300e+03,4.741e+02,1831,13,0,0,0,128,39.3
ENSG00000132155,RAF1,2316130,ENST00000423275,16,2354,2234,1039.5,1081.9,7.187e+02,2.621e+02,2354,15,0,0,0,161,23.0
ENSG00000132155,RAF1,2316143,ENST00000471449,4,804,684,1273.7,1403.9,2.876e+03,1.049e+03,804,3,0,2,0,62,29.9
ENSG00000132155,RAF1,2316153,ENST00000465826,8,1518,1398,364.7,393.3,4.029e+02,1.469e+02,758,7,2,139,39,13,8.4
ENSG00000132155,RAF1,2316166,ENST00000475353,3,599,479,259.8,275.9,8.378e+02,3.055e+02,446,2,0,0,0,32,5.9
ENSG00000132155,RAF1,2316184,ENST00000494557,2,3205,3085,0.0,0.0,3.437e-13,1.253e-13,497,1,0,0,0,32,0.0
ENSG00000132155,RAF1,2316194,ENST00000460610,3,484,364,218.0,215.2,9.250e+02,3.373e+02,439,2,0,0,0,0,4.6
ENSG00000132155,RAF1,2316198,ENST00000491290,4,572,452,1244.5,1589.0,4.253e+03,1.551e+03,572,3,0,2,0,30,33.8
ENSG00000132155,RAF1,2316201,ENST00000416093,5,962,842,107.6,82.2,1.974e+02,7.197e+01,962,4,0,0,0,22,1.8
ENSG00000132155,RAF1,2316218,ENST00000492690,3,633,513,103.1,133.8,3.104e+02,1.132e+02,470,2,0,25,0,19,2.8
ENSG00000132155,RAF1,2316275,ENST00000542177,16,2346,2226,1114.7,1160.3,7.735e+02,2.820e+02,2346,15,0,0,0,161,24.7
ENSG00000132155,RAF1,2316303,ENST00000534997,13,1686,1566,1492.9,1554.5,1.472e+03,5.369e+02,1686,12,0,0,0,109,33.1
ENSG00000121879,PIK3CA,2343871,ENST00000477735,2,245,126,0.0,0.0,7.000e-13,2.553e-13,140,0,0,0,0,0,0.0
ENSG00000121879,PIK3CA,2344584,ENST00000263967,21,9093,8973,43985.4,44355.2,7.571e+03,2.761e+03,3802,20,15,19488,751,91,1223.3
ENSG00000121879,PIK3CA,2344607,ENST00000468036,2,620,500,2859.8,3185.9,8.835e+03,3.221e+03,498,1,1,17,0,0,87.9
ENSG00000121879,PIK3CA,2344628,ENST00000462255,6,746,626,4109.1,4323.0,1.014e+04,3.697e+03,731,5,0,0,0,0,119.2
ENSG00000244405,ETV5,2333370,ENST00000306376,13,4111,3991,96384.4,98611.4,3.730e+04,1.360e+04,4075,12,0,0,0,123,1722.9
ENSG00000244405,ETV5,2333383,ENST00000434744,13,2213,2093,960.4,750.1,7.087e+02,2.584e+02,2059,12,0,0,0,123,13.1
ENSG00000244405,ETV5,2333409,ENST00000480706,5,764,644,31.6,31.4,7.583e+01,2.765e+01,760,4,0,2,0,11,0.5
ENSG00000244405,ETV5,2333422,ENST00000433149,4,366,246,20.9,18.9,1.311e+02,4.781e+01,366,3,1,11,0,0,0.3
ENSG00000244405,ETV5,2333443,ENST00000489830,3,614,494,1093.5,915.6,3.419e+03,1.247e+03,553,2,0,11,10,0,16.0
ENSG00000244405,ETV5,2333479,ENST00000484223,4,590,470,0.0,0.0,3.967e-05,1.447e-05,294,1,0,0,0,0,0.0
ENSG00000244405,ETV5,2333491,ENST00000472868,3,238,119,0.0,0.0,1.367e-10,4.986e-11,238,0,0,0,0,0,0.0
ENSG00000244405,ETV5,2333493,ENST00000440773,7,574,454,33.0,62.9,1.122e+02,4.090e+01,526,5,0,0,0,0,1.1
ENSG00000244405,ETV5,2333498,ENST00000421809,7,554,434,13.1,24.3,4.650e+01,1.696e+01,554,6,0,0,0,0,0.4
ENSG00000244405,ETV5,2333517,ENST00000413301,7,573,453,0.0,0.0,1.197e-02,4.364e-03,471,5,0,0,0,0,0.0
ENSG00000244405,ETV5,2333581,ENST00000422039,7,564,444,32.4,36.0,1.129e+02,4.116e+01,535,6,2,22,0,0,0.6
ENSG00000244405,ETV5,2333588,ENST00000476890,6,642,522,68.3,78.1,2.021e+02,7.370e+01,500,5,1,50,0,0,1.4
ENSG00000244405,ETV5,2333637,ENST00000475484,2,472,352,26.6,32.3,1.169e+02,4.263e+01,234,1,0,12,0,0,0.6
ENSG00000244405,ETV5,2333647,ENST00000495808,2,187,73,13.6,15.7,2.877e+02,1.049e+02,137,1,0,0,0,0,0.3
ENSG00000244405,ETV5,2333671,ENST00000537818,13,1859,1739,3356.5,2026.8,2.981e+03,1.087e+03,1836,12,0,0,0,123,35.4
ENSG00000047936,ROS1,2416079,ENST00000368508,43,7435,7315,3.3,3.3,6.890e-01,2.512e-01,97,0,0,0,0,0,0.0
ENSG00000047936,ROS1,2416096,ENST00000368507,44,7417,7297,3.7,3.7,7.910e-01,2.884e-01,97,0,0,0,0,0,0.0
ENSG00000047936,ROS1,2416108,ENST00000403284,3,681,561,0.0,0.0,0.000e+00,0.000e+00,0,0,0,0,0,0,0.0
ENSG00000091831,ESR1,2313632,ENST00000473497,3,219,100,0.0,0.0,3.198e-11,1.166e-11,141,1,0,0,0,0,0.0
ENSG00000091831,ESR1,2313654,ENST00000404742,3,624,504,128.1,131.8,3.925e+02,1.431e+02,475,2,0,0,0,0,2.3
ENSG00000091831,ESR1,2315004,ENST00000338799,9,3335,3215,0.0,0.0,6.748e-07,2.461e-07,1393,5,0,0,0,0,0.0
ENSG00000091831,ESR1,2315033,ENST00000446550,2,731,611,0.0,0.0,3.586e-16,1.307e-16,209,0,0,0,0,0,0.0
ENSG00000091831,ESR1,2315186,ENST00000206249,8,6455,6335,230.5,228.1,5.619e+01,2.049e+01,5524,5,0,0,0,0,4.1
ENSG00000091831,ESR1,2315226,ENST00000406599,4,1251,1131,0.0,0.0,6.002e-15,2.188e-15,730,1,0,0,0,0,0.0
ENSG00000091831,ESR1,2315239,ENST00000488573,2,530,410,0.0,0.0,9.774e-18,3.564e-18,132,0,0,0,0,0,0.0
ENSG00000091831,ESR1,2315289,ENST00000427531,7,5436,5316,0.0,0.0,4.658e-17,1.699e-17,719,3,0,0,0,0,0.0
ENSG00000091831,ESR1,2315297,ENST00000415488,3,323,203,0.0,0.0,0.000e+00,0.000e+00,201,0,0,0,0,0,0.0
ENSG00000091831,ESR1,2315310,ENST00000482101,3,641,521,0.0,0.0,1.012e-05,3.691e-06,257,0,0,0,0,0,0.0
ENSG00000091831,ESR1,2315375,ENST00000440973,10,6466,6346,809.6,814.9,1.971e+02,7.186e+01,5793,7,0,0,0,0,14.5
ENSG00000091831,ESR1,2315396,ENST00000456483,8,5978,5858,336.3,357.5,8.867e+01,3.233e+01,5270,4,0,0,0,0,6.3
ENSG00000091831,ESR1,2315406,ENST00000443427,9,6357,6237,319.1,315.7,7.902e+01,2.881e+01,5527,5,0,0,0,0,5.6
ENSG00000096968,JAK2,2273147,ENST00000476574,3,327,207,68.6,90.8,5.121e+02,1.867e+02,244,2,1,45,0,0,1.7
ENSG00000096968,JAK2,2273574,ENST00000381652,25,5285,5165,19911.4,16149.5,5.954e+03,2.171e+03,5250,24,1,362,1,119,310.3
ENSG00000096968,JAK2,2273589,ENST00000487310,2,773,653,169.6,132.3,4.012e+02,1.463e+02,510,1,0,0,0,2,2.5
ENSG00000096968,JAK2,2273603,ENST00000539801,24,3535,3415,1231.6,4819.1,5.571e+02,2.031e+02,3505,22,0,0,0,119,92.6
ENSG00000096968,JAK2,2273626,ENST00000544510,22,3381,3261,168.5,561.8,7.980e+01,2.910e+01,3107,20,0,0,0,82,10.8
ENSG00000171843,MLLT3,2334315,ENST00000380338,11,6772,6652,5853.2,5024.9,1.359e+03,4.956e+02,6669,10,0,0,0,3,218.8
ENSG00000171843,MLLT3,2334375,ENST00000380323,6,1983,1863,352.3,547.3,2.921e+02,1.065e+02,1876,3,0,0,0,3,23.8
ENSG00000171843,MLLT3,2334382,ENST00000469261,3,476,356,25.6,31.5,1.113e+02,4.058e+01,476,2,1,20,0,0,1.4
ENSG00000171843,MLLT3,2334398,ENST00000488705,4,457,337,0.3,1.2,1.542e+00,5.624e-01,366,2,0,0,0,0,0.1
ENSG00000171843,MLLT3,2334454,ENST00000380321,7,708,588,1.0,3.0,2.599e+00,9.477e-01,607,5,0,0,0,3,0.1
ENSG00000171843,MLLT3,2334470,ENST00000468513,5,563,443,0.0,0.0,1.114e-07,4.061e-08,306,2,0,0,0,3,0.0
ENSG00000171843,MLLT3,2334475,ENST00000491137,5,488,368,0.0,0.0,2.490e-09,9.079e-10,295,2,0,0,0,0,0.0
ENSG00000171843,MLLT3,2334518,ENST00000475957,5,2059,1939,24.7,22.1,1.964e+01,7.162e+00,1430,3,0,0,0,0,1.0
ENSG00000171843,MLLT3,2334535,ENST00000429426,11,2040,1920,2110.2,2389.1,1.698e+03,6.190e+02,1973,10,1,46,0,3,104.0
ENSG00000171843,MLLT3,2334598,ENST00000355930,10,3367,3247,4793.2,5237.9,2.280e+03,8.314e+02,3367,8,0,0,0,3,228.0
ENSG00000148053,NTRK2,2417890,ENST00000376208,14,8178,8058,8812.2,9111.8,1.689e+03,6.159e+02,8168,13,0,0,0,94,80.1
ENSG00000148053,NTRK2,2417897,ENST00000304053,15,8226,8106,6705.4,7117.6,1.278e+03,4.659e+02,8216,14,0,0,0,94,62.6
ENSG00000148053,NTRK2,2417926,ENST00000277120,19,4057,3937,262.3,276.7,1.029e+02,3.752e+01,4057,18,0,0,0,97,2.4
ENSG00000148053,NTRK2,2417947,ENST00000323115,17,3708,3588,921.6,1003.2,3.967e+02,1.447e+02,3708,16,0,0,0,97,8.8
ENSG00000148053,NTRK2,2417968,ENST00000359847,12,6646,6526,229179.8,238489.6,5.424e+04,1.978e+04,6646,11,0,0,0,94,2096.3
ENSG00000148053,NTRK2,2417981,ENST00000376214,21,5608,5488,3651.7,3801.6,1.028e+03,3.748e+02,5606,20,0,0,0,98,33.4
ENSG00000148053,NTRK2,2417986,ENST00000376213,20,5560,5440,5737.1,5772.5,1.629e+03,5.940e+02,5558,19,0,0,0,98,50.7
ENSG00000148053,NTRK2,2417996,ENST00000395882,13,7111,6991,111233.7,102357.2,2.458e+04,8.961e+03,7110,12,0,0,0,94,899.7
ENSG00000148053,NTRK2,2418033,ENST00000395866,12,1791,1671,258.8,399.7,2.392e+02,8.722e+01,1724,11,1,34,0,93,3.5
ENSG00000097007,ABL1,2365065,ENST00000372348,11,3824,3704,12395.3,10768.0,5.169e+03,1.885e+03,3824,10,1,512,3,180,106.6
ENSG00000097007,ABL1,2365079,ENST00000393293,2,532,412,1957.0,2153.3,7.337e+03,2.675e+03,532,0,0,0,0,0,21.3
ENSG00000097007,ABL1,2365123,ENST00000318560,11,5766,5646,108784.2,110576.8,2.976e+04,1.085e+04,5461,10,1,1149,2,177,1094.2
ENSG00000148400,NOTCH1,2397338,ENST00000277541,34,9371,9251,438040.4,444586.6,7.314e+04,2.667e+04,9301,33,31,158664,5246,783,9065.6
ENSG00000148400,NOTCH1,2397352,ENST00000494783,3,652,532,0.0,0.0,1.594e-09,5.812e-10,454,1,0,0,0,0,0.0
ENSG00000148400,NOTCH1,2397356,ENST00000491649,2,743,623,537.6,5.5,1.333e+03,4.860e+02,522,1,0,0,0,4,0.1
ENSG00000141736,ERBB2,2334089,ENST00000584601,31,4792,4672,1421.8,1582.6,4.701e+02,1.714e+02,4615,30,1,82,1,5,25.5
ENSG00000141736,ERBB2,2334103,ENST00000584014,4,849,729,97.8,113.1,2.073e+02,7.560e+01,786,3,1,14,0,0,1.8
ENSG00000141736,ERBB2,2334111,ENST00000578199,18,2526,2406,3066.0,3240.3,1.968e+03,7.177e+02,2462,17,0,0,0,4,52.1
ENSG00000141736,ERBB2,2334140,ENST00000445658,21,3238,3118,259.4,272.8,1.285e+02,4.685e+01,3220,19,0,0,0,1,4.4
ENSG00000141736,ERBB2,2334181,ENST00000584450,26,3730,3610,533.3,433.4,2.282e+02,8.320e+01,3714,25,1,36,0,2,7.0
ENSG00000141736,ERBB2,2334225,ENST00000582648,8,1013,893,3.9,0.4,6.667e+00,2.431e+00,943,6,0,0,0,0,0.0
ENSG00000141736,ERBB2,2334254,ENST00000582788,8,2004,1884,0.4,0.1,3.185e-01,1.161e-01,1708,6,0,0,0,0,0.0
ENSG00000141736,ERBB2,2334396,ENST00000578373,27,4523,4403,1040.1,902.2,3.649e+02,1.330e+02,4453,26,1,3,0,2,14.5
ENSG00000141736,ERBB2,2334431,ENST00000269571,27,4545,4425,1245.2,1048.4,4.346e+02,1.585e+02,4472,26,0,0,0,2,16.9
ENSG00000141736,ERBB2,2334450,ENST00000584908,8,1316,1196,171.4,129.9,2.214e+02,8.073e+01,1120,7,0,0,0,1,2.1
ENSG00000141736,ERBB2,2334462,ENST00000578709,3,559,439,0.0,0.0,1.333e-04,4.860e-05,322,1,0,0,0,0,0.0
ENSG00000141736,ERBB2,2334477,ENST00000584099,4,583,463,0.0,0.0,2.703e-02,9.856e-03,434,2,0,0,0,0,0.0
ENSG00000141736,ERBB2,2334487,ENST00000583038,17,4930,4810,292.6,295.2,9.395e+01,3.426e+01,3542,16,0,0,0,2,4.7
ENSG00000141736,ERBB2,2334497,ENST00000583391,4,465,345,109.8,113.1,4.915e+02,1.792e+02,453,3,0,0,0,1,1.8
ENSG00000141736,ERBB2,2334503,ENST00000578502,5,497,377,1.8,1.3,7.504e+00,2.736e+00,380,2,0,0,0,0,0.0
ENSG00000141736,ERBB2,2334507,ENST00000582818,6,529,409,1.0,0.7,3.720e+00,1.356e+00,529,4,0,0,0,0,0.0
ENSG00000141736,ERBB2,2334515,ENST00000578630,5,874,754,0.0,0.0,2.980e-06,1.087e-06,529,4,0,0,0,0,0.0
ENSG00000141736,ERBB2,2334521,ENST00000584684,2,649,529,35.1,35.5,1.024e+02,3.734e+01,221,1,0,23,0,0,0.6
ENSG00000141736,ERBB2,2334532,ENST00000580074,6,754,634,67.9,97.0,1.654e+02,6.032e+01,754,4,0,0,0,1,1.6
ENSG00000141736,ERBB2,2334542,ENST00000584888,2,500,380,0.0,0.0,2.158e-23,7.870e-24,97,0,0,0,0,0,0.0
ENSG00000141736,ERBB2,2334547,ENST00000541774,27,4341,4221,1398.4,1676.5,5.117e+02,1.866e+02,4338,25,0,0,0,2,27.0
ENSG00000141736,ERBB2,2334554,ENST00000406381,29,4806,4686,1212.2,1367.7,3.996e+02,1.457e+02,4803,27,0,0,0,5,22.0
ENSG00000141736,ERBB2,2334565,ENST00000540147,27,4624,4504,1795.2,1568.6,6.156e+02,2.245e+02,4605,26,0,0,0,2,25.2
ENSG00000141736,ERBB2,2334587,ENST00000540042,15,2147,2027,9.8,7.1,7.468e+00,2.723e+00,1938,13,0,0,0,1,0.1
ENSG00000012048,BRCA1,2439611,ENST00000357654,23,7094,6974,13249.1,13030.6,2.934e+03,1.070e+03,7093,22,0,0,0,7,188.9
ENSG00000012048,BRCA1,2439665,ENST00000468300,22,3273,3153,289.1,342.1,1.416e+02,5.164e+01,3273,21,1,0,0,9,5.0
ENSG00000012048,BRCA1,2439681,ENST00000586385,8,781,661,373.3,265.9,8.724e+02,3.181e+02,781,6,0,0,0,0,3.9
ENSG00000012048,BRCA1,2439686,ENST00000591534,11,1282,1162,104.2,70.1,1.384e+02,5.048e+01,1282,10,1,9,0,3,1.0
ENSG00000012048,BRCA1,2439696,ENST00000591849,5,563,443,0.0,0.0,8.301e-03,3.027e-03,435,2,0,0,0,0,0.0
ENSG00000012048,BRCA1,2439726,ENST00000493795,22,5732,5612,6038.9,6566.7,1.662e+03,6.061e+02,5709,20,0,0,0,9,95.2
ENSG00000012048,BRCA1,2439734,ENST00000471181,24,5936,5816,3383.3,3622.9,8.985e+02,3.276e+02,5890,23,2,43,0,9,52.5
ENSG00000012048,BRCA1,2439800,ENST00000461221,23,5693,5573,6199.8,6813.6,1.718e+03,6.266e+02,5693,22,0,0,0,7,98.8
ENSG00000012048,BRCA1,2439804,ENST00000491747,23,2379,2259,260.3,259.9,1.780e+02,6.490e+01,2379,22,0,0,0,7,3.8
ENSG00000012048,BRCA1,2439806,ENST00000484087,12,1495,1375,2076.4,2364.0,2.333e+03,8.505e+02,1495,11,0,0,0,7,34.3
ENSG00000012048,BRCA1,2439810,ENST00000478531,18,1972,1852,78.3,100.8,6.529e+01,2.381e+01,1972,17,0,0,0,7,1.5
ENSG00000012048,BRCA1,2439813,ENST00000493919,17,1948,1828,15.6,20.9,1.316e+01,4.797e+00,1925,15,0,0,0,9,0.3
ENSG00000012048,BRCA1,2439838,ENST00000472490,2,561,441,147.5,160.1,5.166e+02,1.884e+02,336,1,0,0,0,0,2.3
ENSG00000012048,BRCA1,2439840,ENST00000487825,7,800,680,365.9,380.9,8.311e+02,3.031e+02,800,6,0,29,0,3,5.5
ENSG00000012048,BRCA1,2439849,ENST00000461574,4,726,606,1271.1,1426.3,3.240e+03,1.181e+03,726,3,0,0,0,0,20.7
ENSG00000012048,BRCA1,2439971,ENST00000467274,10,4497,4377,5293.6,5870.3,1.868e+03,6.812e+02,4181,9,0,0,0,1,85.1
ENSG00000012048,BRCA1,2439976,ENST00000412061,2,1312,1192,1887.2,1894.6,2.445e+03,8.917e+02,1312,1,0,0,0,0,27.5
ENSG00000012048,BRCA1,2439989,ENST00000470026,10,2108,1988,420.3,475.8,3.265e+02,1.191e+02,2108,9,0,11,0,1,6.9
ENSG00000012048,BRCA1,2439998,ENST00000477152,9,1980,1860,193.2,207.7,1.605e+02,5.851e+01,1980,8,0,2,0,1,3.0
ENSG00000012048,BRCA1,2440010,ENST00000492859,11,1584,1464,57.1,62.4,6.026e+01,2.197e+01,1584,10,2,25,0,1,0.9
