GeneId,GeneName,Chromosome,Strand,Position,Type,FragCount,SplicedFragCount,TotalDepth,TranscriptInfo
ENSG00000068078,FGFR3,4,1,1805563,DONOR,14,0,17,ENST00000481110-8;ENST00000260795-7;ENST00000440486-8
ENSG00000068078,FGFR3,4,1,1806247,DONOR,4,1,43,ENST00000481110-9;ENST00000260795-8;ENST00000340107-9;ENST00000440486-9
ENSG00000068078,FGFR3,4,1,1806696,DONOR,4,1,33,ENST00000469068-1;ENST00000260795-9;ENST00000352904-7;ENST00000340107-10;ENST00000440486-10;ENST00000412135-8;ENST00000481110-10
ENSG00000068078,FGFR3,4,1,1807082,ACCEPTOR,6,0,31,ENST00000481110-11;ENST00000260795-10;ENST00000352904-8;ENST00000469068-2;ENST00000340107-11;ENST00000440486-11;ENST00000412135-9
ENSG00000068078,FGFR3,4,1,1807286,ACCEPTOR,6,1,62,ENST00000481110-12;ENST00000260795-11;ENST00000352904-9;ENST00000469068-3;ENST00000340107-12;ENST00000440486-12;ENST00000412135-10
ENSG00000068078,FGFR3,4,1,1807667,DONOR,4,0,63,ENST00000481110-13;ENST00000260795-12;ENST00000352904-10;ENST00000340107-13;ENST00000440486-13;ENST00000412135-11
ENSG00000068078,FGFR3,4,1,1807778,ACCEPTOR,6,1,63,ENST00000481110-14;ENST00000260795-13;ENST00000352904-11;ENST00000340107-14;ENST00000440486-14;ENST00000412135-12
ENSG00000068078,FGFR3,4,1,1807900,DONOR,7,4,43,ENST00000481110-14;ENST00000260795-13;ENST00000352904-11;ENST00000340107-14;ENST00000440486-14;ENST00000412135-12
ENSG00000068078,FGFR3,4,1,1808410,DONOR,4,2,54,ENST00000481110-15;ENST00000260795-15;ENST00000352904-13;ENST00000340107-16;ENST00000440486-16;ENST00000412135-14
ENSG00000068078,FGFR3,4,1,1808843,ACCEPTOR,3,0,44,ENST00000481110-17;ENST00000260795-17;ENST00000352904-15;ENST00000340107-18;ENST00000440486-18;ENST00000412135-16
ENSG00000122025,FLT3,13,-1,28578311,ACCEPTOR,13,3,117,ENST00000380987-25;ENST00000241453-24;ENST00000380982-24;ENST00000469894-3;ENST00000537084-23
ENSG00000122025,FLT3,13,-1,28588589,DONOR,3,1,115,ENST00000241453-23;ENST00000380987-24;ENST00000380982-23;ENST00000537084-22;ENST00000469894-1
ENSG00000122025,FLT3,13,-1,28589294,DONOR,9,1,123,ENST00000241453-22;ENST00000380987-23;ENST00000380982-22;ENST00000537084-21
ENSG00000122025,FLT3,13,-1,28589393,ACCEPTOR,12,10,90,ENST00000241453-22;ENST00000380987-23;ENST00000380982-22;ENST00000537084-21
ENSG00000122025,FLT3,13,-1,28589727,DONOR,5,1,92,ENST00000241453-21;ENST00000380987-22;ENST00000380982-21;ENST00000537084-20
ENSG00000122025,FLT3,13,-1,28592595,DONOR,10,0,13,ENST00000380982-20
ENSG00000122025,FLT3,13,-1,28592726,ACCEPTOR,12,2,85,ENST00000241453-20;ENST00000380987-21;ENST00000380982-20
ENSG00000122025,FLT3,13,-1,28597487,DONOR,5,0,85,ENST00000241453-19;ENST00000380987-20;ENST00000380982-19;ENST00000537084-19
ENSG00000122025,FLT3,13,-1,28597614,ACCEPTOR,6,5,34,ENST00000241453-19;ENST00000380987-20;ENST00000380982-19;ENST00000537084-19
ENSG00000122025,FLT3,13,-1,28599080,ACCEPTOR,11,5,83,ENST00000241453-18;ENST00000380987-19;ENST00000380982-18;ENST00000537084-18
ENSG00000122025,FLT3,13,-1,28601225,DONOR,15,0,87,ENST00000241453-17;ENST00000380987-17;ENST00000380982-17;ENST00000537084-17
ENSG00000122025,FLT3,13,-1,28601378,ACCEPTOR,12,1,113,ENST00000241453-17;ENST00000380987-17;ENST00000380982-17;ENST00000537084-17
ENSG00000122025,FLT3,13,-1,28602315,DONOR,21,1,130,ENST00000241453-16;ENST00000380987-16;ENST00000380982-16;ENST00000537084-16
ENSG00000122025,FLT3,13,-1,28602425,ACCEPTOR,6,3,83,ENST00000241453-16;ENST00000380987-16;ENST00000380982-16;ENST00000537084-16
ENSG00000122025,FLT3,13,-1,28608024,DONOR,3,0,79,ENST00000241453-15;ENST00000380987-15;ENST00000380982-15;ENST00000537084-15
ENSG00000122025,FLT3,13,-1,28608128,ACCEPTOR,12,6,113,ENST00000241453-15;ENST00000380987-15;ENST00000380982-15;ENST00000537084-15
ENSG00000122025,FLT3,13,-1,28608219,DONOR,13,0,110,ENST00000241453-14;ENST00000380987-14;ENST00000380982-14;ENST00000537084-14
ENSG00000122025,FLT3,13,-1,28608351,ACCEPTOR,10,6,88,ENST00000241453-14;ENST00000380987-14;ENST00000380982-14;ENST00000537084-14
ENSG00000122025,FLT3,13,-1,28608438,DONOR,9,0,96,ENST00000241453-13;ENST00000380987-13;ENST00000380982-13;ENST00000537084-13
ENSG00000122025,FLT3,13,-1,28608544,ACCEPTOR,21,5,136,ENST00000241453-13;ENST00000380987-13;ENST00000380982-13;ENST00000537084-13
ENSG00000122025,FLT3,13,-1,28609632,DONOR,7,0,123,ENST00000241453-12;ENST00000380987-12;ENST00000380982-12;ENST00000537084-12
ENSG00000122025,FLT3,13,-1,28609810,ACCEPTOR,4,4,70,ENST00000241453-12;ENST00000380987-12;ENST00000380982-12;ENST00000537084-12
ENSG00000122025,FLT3,13,-1,28610072,DONOR,4,1,79,ENST00000241453-11;ENST00000380987-11;ENST00000380982-11;ENST00000537084-11
ENSG00000122025,FLT3,13,-1,28610180,ACCEPTOR,5,0,94,ENST00000241453-11;ENST00000380987-11;ENST00000380982-11;ENST00000537084-11
ENSG00000122025,FLT3,13,-1,28611322,DONOR,7,0,90,ENST00000241453-10;ENST00000380987-10;ENST00000380982-10;ENST00000537084-10
ENSG00000122025,FLT3,13,-1,28611425,ACCEPTOR,36,8,202,ENST00000241453-10;ENST00000380987-10;ENST00000380982-10;ENST00000537084-10
ENSG00000122025,FLT3,13,-1,28622412,DONOR,5,0,180,ENST00000241453-9;ENST00000380987-9;ENST00000380982-9;ENST00000537084-9
ENSG00000122025,FLT3,13,-1,28622580,ACCEPTOR,9,8,128,ENST00000241453-9;ENST00000380987-9;ENST00000380982-9;ENST00000537084-9
ENSG00000122025,FLT3,13,-1,28623521,DONOR,8,0,133,ENST00000241453-8;ENST00000380987-8;ENST00000380982-8;ENST00000537084-8
ENSG00000122025,FLT3,13,-1,28623674,ACCEPTOR,19,2,123,ENST00000241453-8;ENST00000380987-8;ENST00000380982-8;ENST00000537084-8
ENSG00000122025,FLT3,13,-1,28623772,DONOR,18,0,129,ENST00000241453-7;ENST00000380987-7;ENST00000380982-7;ENST00000537084-7
ENSG00000122025,FLT3,13,-1,28623911,ACCEPTOR,26,10,169,ENST00000241453-7;ENST00000380987-7;ENST00000380982-7;ENST00000537084-7
ENSG00000122025,FLT3,13,-1,28624232,DONOR,26,1,177,ENST00000241453-6;ENST00000380987-6;ENST00000380982-6;ENST00000537084-6
ENSG00000122025,FLT3,13,-1,28624359,ACCEPTOR,8,5,65,ENST00000241453-6;ENST00000380987-6;ENST00000380982-6;ENST00000537084-6
ENSG00000122025,FLT3,13,-1,28626682,DONOR,23,0,86,ENST00000241453-5;ENST00000380987-5;ENST00000380982-5;ENST00000537084-5
ENSG00000122025,FLT3,13,-1,28626811,ACCEPTOR,15,0,119,ENST00000241453-5;ENST00000380987-5;ENST00000380982-5;ENST00000537084-5
ENSG00000122025,FLT3,13,-1,28631484,DONOR,18,2,118,ENST00000241453-4;ENST00000380987-4;ENST00000380982-4;ENST00000537084-4
ENSG00000122025,FLT3,13,-1,28631599,ACCEPTOR,9,7,98,ENST00000241453-4;ENST00000380987-4;ENST00000380982-4;ENST00000537084-4
ENSG00000122025,FLT3,13,-1,28636004,DONOR,4,0,107,ENST00000241453-3;ENST00000380987-3;ENST00000380982-3;ENST00000537084-3
ENSG00000122025,FLT3,13,-1,28636206,ACCEPTOR,16,12,112,ENST00000241453-3;ENST00000380987-3;ENST00000380982-3;ENST00000537084-3
ENSG00000122025,FLT3,13,-1,28644628,DONOR,5,0,110,ENST00000241453-2;ENST00000380987-2;ENST00000380982-2;ENST00000537084-2
ENSG00000122025,FLT3,13,-1,28644749,ACCEPTOR,3,3,41,ENST00000241453-2;ENST00000380987-2;ENST00000380982-2;ENST00000537084-2
ENSG00000140538,NTRK3,15,-1,88423659,ACCEPTOR,2,1,22,ENST00000394480-18;ENST00000557856-15;ENST00000360948-18;ENST00000357724-17;ENST00000355254-17
ENSG00000140538,NTRK3,15,-1,88472665,ACCEPTOR,2,1,27,ENST00000558676-14;ENST00000394480-17;ENST00000557856-14;ENST00000558576-2;ENST00000542733-15;ENST00000360948-16;ENST00000357724-15;ENST00000355254-16
ENSG00000140538,NTRK3,15,-1,88476415,ACCEPTOR,1,1,18,ENST00000394480-16;ENST00000557856-13;ENST00000542733-14;ENST00000558676-13;ENST00000559680-2;ENST00000360948-15;ENST00000357724-14;ENST00000355254-15
ENSG00000140538,NTRK3,15,-1,88483984,ACCEPTOR,1,1,39,ENST00000394480-15;ENST00000557856-12;ENST00000542733-13;ENST00000558676-12;ENST00000360948-14;ENST00000357724-13;ENST00000355254-14
ENSG00000140538,NTRK3,15,-1,88522694,ACCEPTOR,3,2,41,ENST00000558306-3;ENST00000317501-15;ENST00000540489-14;ENST00000537300-2
ENSG00000140538,NTRK3,15,-1,88524457,DONOR,13,0,40,ENST00000540489-13;ENST00000317501-14
ENSG00000140538,NTRK3,15,-1,88524591,ACCEPTOR,9,0,36,ENST00000540489-13;ENST00000317501-14
ENSG00000140538,NTRK3,15,-1,88576088,DONOR,6,0,80,ENST00000537300-1;ENST00000394480-14;ENST00000557856-11;ENST00000542733-12;ENST00000558676-11;ENST00000558306-2;ENST00000540489-12;ENST00000360948-13;ENST00000357724-12;ENST00000355254-13;ENST00000317501-13
ENSG00000140538,NTRK3,15,-1,88576276,ACCEPTOR,8,5,82,ENST00000394480-14;ENST00000557856-11;ENST00000542733-12;ENST00000558676-11;ENST00000558306-2;ENST00000540489-12;ENST00000360948-13;ENST00000357724-12;ENST00000355254-13;ENST00000317501-13
ENSG00000140538,NTRK3,15,-1,88669502,DONOR,7,1,84,ENST00000394480-13;ENST00000557856-10;ENST00000542733-11;ENST00000558676-10;ENST00000540489-11;ENST00000560017-3;ENST00000360948-12;ENST00000357724-11;ENST00000355254-12;ENST00000317501-12;ENST00000557897-1
ENSG00000140538,NTRK3,15,-1,88669604,ACCEPTOR,1,1,48,ENST00000394480-13;ENST00000557856-10;ENST00000542733-11;ENST00000558676-10;ENST00000540489-11;ENST00000560017-3;ENST00000360948-12;ENST00000357724-11;ENST00000355254-12;ENST00000317501-12
ENSG00000140538,NTRK3,15,-1,88670457,ACCEPTOR,2,2,110,ENST00000394480-12;ENST00000557856-9;ENST00000542733-10;ENST00000558676-9;ENST00000540489-10;ENST00000560017-2;ENST00000360948-11;ENST00000357724-10;ENST00000355254-11;ENST00000317501-11
ENSG00000140538,NTRK3,15,-1,88678332,DONOR,6,0,128,ENST00000394480-10;ENST00000557856-8;ENST00000542733-8;ENST00000558676-8;ENST00000540489-8;ENST00000559764-3;ENST00000360948-9;ENST00000357724-9;ENST00000355254-9;ENST00000317501-9
ENSG00000140538,NTRK3,15,-1,88679271,ACCEPTOR,3,1,82,ENST00000394480-9;ENST00000557856-7;ENST00000542733-7;ENST00000558676-7;ENST00000540489-7;ENST00000559764-2;ENST00000360948-8;ENST00000357724-8;ENST00000355254-8;ENST00000317501-8
ENSG00000140538,NTRK3,15,-1,88679840,ACCEPTOR,15,8,80,ENST00000394480-8;ENST00000557856-6;ENST00000542733-6;ENST00000558676-6;ENST00000540489-6;ENST00000360948-7;ENST00000357724-7;ENST00000355254-7;ENST00000317501-7
ENSG00000140538,NTRK3,15,-1,88680792,ACCEPTOR,3,0,43,ENST00000394480-7;ENST00000557856-5;ENST00000542733-5;ENST00000558676-5;ENST00000540489-5;ENST00000360948-6;ENST00000357724-6;ENST00000355254-6;ENST00000317501-6;ENST00000559188-6
ENSG00000140538,NTRK3,15,-1,88690566,DONOR,4,0,42,ENST00000394480-6;ENST00000557856-4;ENST00000542733-4;ENST00000558676-4;ENST00000540489-4;ENST00000559188-5;ENST00000360948-5;ENST00000357724-5;ENST00000355254-5;ENST00000317501-5
ENSG00000140538,NTRK3,15,-1,88690634,ACCEPTOR,6,0,99,ENST00000394480-6;ENST00000557856-4;ENST00000542733-4;ENST00000558676-4;ENST00000540489-4;ENST00000559188-5;ENST00000360948-5;ENST00000357724-5;ENST00000355254-5;ENST00000317501-5
ENSG00000140538,NTRK3,15,-1,88726649,DONOR,4,1,107,ENST00000394480-5;ENST00000557856-3;ENST00000542733-3;ENST00000558676-3;ENST00000540489-3;ENST00000559188-4;ENST00000360948-4;ENST00000357724-4;ENST00000355254-4;ENST00000317501-4
ENSG00000140538,NTRK3,15,-1,88727456,DONOR,6,0,149,ENST00000394480-4;ENST00000557856-2;ENST00000542733-2;ENST00000558676-2;ENST00000540489-2;ENST00000559188-3;ENST00000360948-3;ENST00000357724-3;ENST00000355254-3;ENST00000317501-3
ENSG00000140538,NTRK3,15,-1,88727530,ACCEPTOR,12,9,157,ENST00000394480-4;ENST00000557856-2;ENST00000542733-2;ENST00000558676-2;ENST00000540489-2;ENST00000559188-3;ENST00000360948-3;ENST00000357724-3;ENST00000355254-3;ENST00000317501-3
ENSG00000140538,NTRK3,15,-1,88799137,DONOR,8,0,162,ENST00000558676-1;ENST00000540489-1;ENST00000394480-3;ENST00000360948-2;ENST00000357724-2;ENST00000355254-2;ENST00000317501-2;ENST00000557856-1
ENSG00000140538,NTRK3,15,-1,88799399,ACCEPTOR,7,0,11,ENST00000394480-3;ENST00000360948-2;ENST00000357724-2;ENST00000355254-2;ENST00000317501-2
ENSG00000140538,NTRK3,15,-1,88799515,DONOR,54,0,72,ENST00000360948-1;ENST00000357724-1;ENST00000355254-1;ENST00000317501-1;ENST00000394480-2;ENST00000559067-2
ENSG00000140538,NTRK3,15,-1,88799717,ACCEPTOR,27,1,40,ENST00000394480-2;ENST00000559067-2
ENSG00000140538,NTRK3,15,-1,88799875,DONOR,28,0,45,ENST00000559067-1;ENST00000394480-1
ENSG00000171791,BCL2,18,-1,60795992,ACCEPTOR,13,6,96,ENST00000590515-2;ENST00000333681-3;ENST00000398117-2
ENSG00000047936,ROS1,6,-1,117609965,ACCEPTOR,7,6,187,ENST00000368508-43;ENST00000368507-44
ENSG00000047936,ROS1,6,-1,117622137,DONOR,8,0,176,ENST00000368508-42;ENST00000368507-43
ENSG00000047936,ROS1,6,-1,117622300,ACCEPTOR,9,0,243,ENST00000368508-42;ENST00000368507-43
ENSG00000047936,ROS1,6,-1,117629957,DONOR,29,0,233,ENST00000368508-41;ENST00000368507-42
ENSG00000047936,ROS1,6,-1,117630091,ACCEPTOR,8,7,124,ENST00000368508-41;ENST00000368507-42
ENSG00000047936,ROS1,6,-1,117631244,DONOR,4,0,122,ENST00000368508-40;ENST00000368507-41
ENSG00000047936,ROS1,6,-1,117631444,ACCEPTOR,8,7,132,ENST00000368508-40;ENST00000368507-41
ENSG00000047936,ROS1,6,-1,117632183,DONOR,3,1,115,ENST00000368508-39;ENST00000368507-40
ENSG00000047936,ROS1,6,-1,117632280,ACCEPTOR,12,5,168,ENST00000368508-39;ENST00000368507-40
ENSG00000047936,ROS1,6,-1,117638306,DONOR,5,0,165,ENST00000368508-38;ENST00000368507-39
ENSG00000047936,ROS1,6,-1,117638435,ACCEPTOR,16,8,257,ENST00000368508-38;ENST00000368507-39
ENSG00000047936,ROS1,6,-1,117639351,DONOR,4,1,256,ENST00000368508-37;ENST00000368507-38
ENSG00000047936,ROS1,6,-1,117639415,ACCEPTOR,13,8,241,ENST00000368508-37;ENST00000368507-38
ENSG00000047936,ROS1,6,-1,117641031,DONOR,5,0,244,ENST00000368508-36;ENST00000368507-37
ENSG00000047936,ROS1,6,-1,117641193,ACCEPTOR,4,0,102,ENST00000368508-36;ENST00000368507-37
ENSG00000047936,ROS1,6,-1,117642422,DONOR,6,0,103,ENST00000368508-35;ENST00000368507-36
ENSG00000047936,ROS1,6,-1,117642557,ACCEPTOR,14,8,185,ENST00000368508-35;ENST00000368507-36
ENSG00000047936,ROS1,6,-1,117645495,DONOR,11,0,194,ENST00000368508-34;ENST00000368507-35
ENSG00000047936,ROS1,6,-1,117645578,ACCEPTOR,4,2,119,ENST00000368508-34;ENST00000368507-35
ENSG00000047936,ROS1,6,-1,117647387,DONOR,7,0,125,ENST00000368508-33;ENST00000368507-34
ENSG00000047936,ROS1,6,-1,117647577,ACCEPTOR,19,10,367,ENST00000368508-33;ENST00000368507-34
ENSG00000047936,ROS1,6,-1,117650609,ACCEPTOR,22,14,317,ENST00000368508-32;ENST00000368507-33;ENST00000403284-2
ENSG00000047936,ROS1,6,-1,117658335,DONOR,24,1,302,ENST00000368508-31;ENST00000368507-32;ENST00000403284-1
ENSG00000047936,ROS1,6,-1,117658503,ACCEPTOR,12,3,196,ENST00000368508-31;ENST00000368507-32;ENST00000403284-1
ENSG00000047936,ROS1,6,-1,117662298,DONOR,11,0,192,ENST00000368508-30;ENST00000368507-31
ENSG00000047936,ROS1,6,-1,117662474,ACCEPTOR,18,5,185,ENST00000368508-30;ENST00000368507-31
ENSG00000047936,ROS1,6,-1,117662563,DONOR,19,0,177,ENST00000368508-29;ENST00000368507-30
ENSG00000047936,ROS1,6,-1,117662795,ACCEPTOR,27,17,225,ENST00000368508-29;ENST00000368507-30
ENSG00000047936,ROS1,6,-1,117663707,ACCEPTOR,11,4,163,ENST00000368508-28;ENST00000368507-29
ENSG00000047936,ROS1,6,-1,117665223,DONOR,15,0,168,ENST00000368508-27;ENST00000368507-28
ENSG00000047936,ROS1,6,-1,117665425,ACCEPTOR,27,12,374,ENST00000368508-27;ENST00000368507-28
ENSG00000047936,ROS1,6,-1,117674153,DONOR,49,0,479,ENST00000368507-27;ENST00000368508-26
ENSG00000047936,ROS1,6,-1,117674332,ACCEPTOR,20,14,234,ENST00000368508-26
ENSG00000047936,ROS1,6,-1,117677792,DONOR,3,0,245,ENST00000368508-25;ENST00000368507-26
ENSG00000047936,ROS1,6,-1,117678078,ACCEPTOR,16,13,428,ENST00000368508-25;ENST00000368507-26
ENSG00000047936,ROS1,6,-1,117679172,ACCEPTOR,25,15,244,ENST00000368508-24;ENST00000368507-25
ENSG00000047936,ROS1,6,-1,117680972,DONOR,18,1,245,ENST00000368508-23;ENST00000368507-24
ENSG00000047936,ROS1,6,-1,117681174,ACCEPTOR,16,14,353,ENST00000368508-23;ENST00000368507-24
ENSG00000047936,ROS1,6,-1,117681505,DONOR,3,0,356,ENST00000368508-22;ENST00000368507-23
ENSG00000047936,ROS1,6,-1,117681568,ACCEPTOR,15,13,326,ENST00000368508-22;ENST00000368507-23
ENSG00000047936,ROS1,6,-1,117683766,DONOR,14,0,330,ENST00000368508-21;ENST00000368507-22
ENSG00000047936,ROS1,6,-1,117684028,ACCEPTOR,25,21,427,ENST00000368508-21;ENST00000368507-22
ENSG00000047936,ROS1,6,-1,117686223,DONOR,24,0,420,ENST00000368508-20;ENST00000368507-21
ENSG00000047936,ROS1,6,-1,117686367,ACCEPTOR,22,17,292,ENST00000368508-20;ENST00000368507-21
ENSG00000047936,ROS1,6,-1,117686904,ACCEPTOR,10,8,146,ENST00000368508-19;ENST00000368507-20
ENSG00000047936,ROS1,6,-1,117687239,DONOR,13,0,161,ENST00000368508-18;ENST00000368507-19
ENSG00000047936,ROS1,6,-1,117687453,ACCEPTOR,42,4,208,ENST00000368508-18;ENST00000368507-19
ENSG00000047936,ROS1,6,-1,117700222,DONOR,6,0,201,ENST00000368508-17;ENST00000368507-18
ENSG00000047936,ROS1,6,-1,117700322,ACCEPTOR,17,6,200,ENST00000368508-17;ENST00000368507-18
ENSG00000047936,ROS1,6,-1,117704480,DONOR,34,0,214,ENST00000368508-16;ENST00000368507-17
ENSG00000047936,ROS1,6,-1,117704671,ACCEPTOR,28,18,248,ENST00000368508-16;ENST00000368507-17
ENSG00000047936,ROS1,6,-1,117707024,ACCEPTOR,61,26,408,ENST00000368508-15;ENST00000368507-16
ENSG00000047936,ROS1,6,-1,117708052,DONOR,24,0,412,ENST00000368508-14;ENST00000368507-15
ENSG00000047936,ROS1,6,-1,117708162,ACCEPTOR,23,10,144,ENST00000368508-14;ENST00000368507-15
ENSG00000047936,ROS1,6,-1,117708943,DONOR,8,0,135,ENST00000368508-13;ENST00000368507-14
ENSG00000047936,ROS1,6,-1,117709197,ACCEPTOR,40,0,66,ENST00000368508-13
ENSG00000047936,ROS1,6,-1,117710513,DONOR,16,0,244,ENST00000368508-12;ENST00000368507-13
ENSG00000047936,ROS1,6,-1,117711009,ACCEPTOR,39,16,322,ENST00000368508-12;ENST00000368507-13
ENSG00000047936,ROS1,6,-1,117714387,DONOR,30,0,312,ENST00000368508-11;ENST00000368507-12
ENSG00000047936,ROS1,6,-1,117714484,ACCEPTOR,33,23,378,ENST00000368508-11;ENST00000368507-12
ENSG00000047936,ROS1,6,-1,117715325,DONOR,18,0,372,ENST00000368508-10;ENST00000368507-11
ENSG00000047936,ROS1,6,-1,117715509,ACCEPTOR,29,21,442,ENST00000368508-10;ENST00000368507-11
ENSG00000047936,ROS1,6,-1,117715779,DONOR,12,0,443,ENST00000368508-9;ENST00000368507-10
ENSG00000047936,ROS1,6,-1,117715901,ACCEPTOR,23,10,269,ENST00000368508-9;ENST00000368507-10
ENSG00000047936,ROS1,6,-1,117717351,DONOR,5,0,252,ENST00000368508-8;ENST00000368507-9
ENSG00000047936,ROS1,6,-1,117717427,ACCEPTOR,44,15,340,ENST00000368508-8;ENST00000368507-9
ENSG00000047936,ROS1,6,-1,117718078,DONOR,49,0,356,ENST00000368508-7;ENST00000368507-8
ENSG00000047936,ROS1,6,-1,117718279,ACCEPTOR,22,4,183,ENST00000368508-7;ENST00000368507-8
ENSG00000047936,ROS1,6,-1,117724302,DONOR,26,0,194,ENST00000368508-6;ENST00000368507-7
ENSG00000047936,ROS1,6,-1,117724440,ACCEPTOR,33,26,432,ENST00000368508-6;ENST00000368507-7
ENSG00000047936,ROS1,6,-1,117725591,ACCEPTOR,9,6,193,ENST00000368508-5;ENST00000368507-6
ENSG00000047936,ROS1,6,-1,117730745,DONOR,5,0,196,ENST00000368508-4;ENST00000368507-5
ENSG00000047936,ROS1,6,-1,117730805,ACCEPTOR,5,1,256,ENST00000368508-4;ENST00000368507-5
ENSG00000047936,ROS1,6,-1,117737480,ACCEPTOR,5,3,251,ENST00000368508-3;ENST00000368507-3
ENSG00000047936,ROS1,6,-1,117739669,ACCEPTOR,16,10,296,ENST00000368508-2;ENST00000368507-2
ENSG00000047936,ROS1,6,-1,117746697,DONOR,15,0,298,ENST00000368508-1;ENST00000368507-1
ENSG00000102755,FLT1,13,-1,28882980,DONOR,11,2,146,ENST00000282397-28;ENST00000540678-15;ENST00000543394-8
ENSG00000102755,FLT1,13,-1,28883064,ACCEPTOR,15,9,146,ENST00000282397-28;ENST00000540678-15;ENST00000543394-8
ENSG00000102755,FLT1,13,-1,28885727,DONOR,3,0,143,ENST00000282397-27;ENST00000540678-14;ENST00000543394-7
ENSG00000102755,FLT1,13,-1,28885869,ACCEPTOR,9,5,91,ENST00000282397-27;ENST00000540678-14;ENST00000543394-7
ENSG00000102755,FLT1,13,-1,28886130,DONOR,6,1,91,ENST00000282397-26;ENST00000540678-13;ENST00000543394-6
ENSG00000102755,FLT1,13,-1,28886235,ACCEPTOR,8,0,113,ENST00000282397-26;ENST00000540678-13;ENST00000543394-6
ENSG00000102755,FLT1,13,-1,28891635,DONOR,3,0,114,ENST00000282397-25;ENST00000540678-12;ENST00000543394-5
ENSG00000102755,FLT1,13,-1,28891734,ACCEPTOR,2,2,44,ENST00000282397-25;ENST00000540678-12;ENST00000543394-5
ENSG00000102755,FLT1,13,-1,28893560,DONOR,5,0,49,ENST00000282397-24;ENST00000540678-11;ENST00000543394-4
ENSG00000102755,FLT1,13,-1,28893671,ACCEPTOR,4,0,98,ENST00000282397-24;ENST00000540678-11;ENST00000543394-4
ENSG00000102755,FLT1,13,-1,28895600,DONOR,3,0,96,ENST00000282397-23;ENST00000540678-10;ENST00000543394-3
ENSG00000102755,FLT1,13,-1,28895722,ACCEPTOR,7,5,142,ENST00000282397-23;ENST00000540678-10;ENST00000543394-3
ENSG00000102755,FLT1,13,-1,28896399,DONOR,5,0,143,ENST00000282397-22;ENST00000540678-9;ENST00000543394-2
ENSG00000102755,FLT1,13,-1,28896496,ACCEPTOR,7,6,112,ENST00000282397-22;ENST00000540678-9;ENST00000543394-2
